,video_id,answer,question,video_name,question_id,question_type
42,v__QBTD1bLSI0,no,does the person in white clothes have long hair,v__QBTD1bLSI0,v__QBTD1bLSI0_3,3
43,v__QBTD1bLSI0,yes,does the person in white clothes have short hair,v__QBTD1bLSI0,v__QBTD1bLSI0_2,3
44,v_JR9LosQmMvg,no,is the athlete indoors,v_JR9LosQmMvg,v_JR9LosQmMvg_3,3
45,v_Jix3poZOeZA,no,is the athlete indoors,v_Jix3poZOeZA,v_Jix3poZOeZA_3,3
46,v_jEOtcfk220s,yes,is the athlete in the video indoors,v_jEOtcfk220s,v_jEOtcfk220s_2,3
47,v_4LpqPUWHH5k,yes,is the athlete in the video indoors,v_4LpqPUWHH5k,v_4LpqPUWHH5k_2,3
48,v_JH9qiuPCkY4,no,is the athlete in the video indoors,v_JH9qiuPCkY4,v_JH9qiuPCkY4_3,3
49,v_5UZ2ft8Y3sI,yes,is the athlete in the video indoors,v_5UZ2ft8Y3sI,v_5UZ2ft8Y3sI_2,3
50,v_5dN-MpXG9OE,yes,is the athlete in the video indoors,v_5dN-MpXG9OE,v_5dN-MpXG9OE_2,3
51,v_jibbgUBuuSA,no,is the athlete in the video indoors,v_jibbgUBuuSA,v_jibbgUBuuSA_3,3
52,v_JR9LosQmMvg,yes,is the athlete outdoors,v_JR9LosQmMvg,v_JR9LosQmMvg_2,3
53,v_s6fEIuHPJ4Y,yes,is the athlete outdoors,v_s6fEIuHPJ4Y,v_s6fEIuHPJ4Y_2,3
54,v_Jix3poZOeZA,yes,is the athlete outdoors,v_Jix3poZOeZA,v_Jix3poZOeZA_2,3
55,v_sRNqK_QZbMs,yes,is the athlete outdoors,v_sRNqK_QZbMs,v_sRNqK_QZbMs_2,3
56,v_svNcNLEPKMc,no,is the athlete outdoors,v_svNcNLEPKMc,v_svNcNLEPKMc_3,3
57,v_snhPrCNubYA,yes,is the athlete outdoors,v_snhPrCNubYA,v_snhPrCNubYA_2,3
58,v_sEcXR5b8HyY,no,is the athlete outdoors,v_sEcXR5b8HyY,v_sEcXR5b8HyY_3,3
59,v_St1RRi-aeNM,yes,is the athlete outdoors,v_St1RRi-aeNM,v_St1RRi-aeNM_2,3
60,v_sPK-sbHIb3w,no,is the athlete outdoors,v_sPK-sbHIb3w,v_sPK-sbHIb3w_3,3
61,v_3Nd3Aai1bVA,no,is the athlete playing indoors,v_3Nd3Aai1bVA,v_3Nd3Aai1bVA_3,3
62,v_nciIPwJTok8,yes,is the person in blue clothes a man,v_nciIPwJTok8,v_nciIPwJTok8_2,3
63,v_jbCQY7V7O1s,no,is the man in the video outdoors,v_jbCQY7V7O1s,v_jbCQY7V7O1s_3,3
64,v_5oyenoaVB-w,yes,is the man in the video outdoors,v_5oyenoaVB-w,v_5oyenoaVB-w_2,3
65,v_mixxaL3Bdv8,yes,is the person in orange clothes outdoors,v_mixxaL3Bdv8,v_mixxaL3Bdv8_2,3
66,v_JB-ynj70saA,yes,is the person in black pants indoors,v_JB-ynj70saA,v_JB-ynj70saA_2,3
67,v_JB-ynj70saA,no,is the person in black pants outdoors,v_JB-ynj70saA,v_JB-ynj70saA_3,3
68,v_SJ7jk5XAjng,no,is the person in the game indoors,v_SJ7jk5XAjng,v_SJ7jk5XAjng_3,3
69,v_SJ7jk5XAjng,yes,is the person in the game outdoors,v_SJ7jk5XAjng,v_SJ7jk5XAjng_2,3
70,v_-crpjVnFv0U,no,is the person in the video a chinese,v_-crpjVnFv0U,v_-crpjVnFv0U_8,3
71,v_d_A-ylxNbFU,no,is the person in the video a chinese,v_d_A-ylxNbFU,v_d_A-ylxNbFU_6,3
72,v_cVFVREeD6hM,no,is the person in the video a chinese,v_cVFVREeD6hM,v_cVFVREeD6hM_7,3
73,v_cTxVTEzQDr8,no,is the person in the video a chinese,v_cTxVTEzQDr8,v_cTxVTEzQDr8_9,3
74,v_JGPhQX97OSE,yes,is the person on the court indoors,v_JGPhQX97OSE,v_JGPhQX97OSE_2,3
75,v_JGPhQX97OSE,no,is the person on the court outdoors,v_JGPhQX97OSE,v_JGPhQX97OSE_3,3
76,v_rSGboODhu04,no,is the person standing outdoors,v_rSGboODhu04,v_rSGboODhu04_3,3
77,v_RXDVJlb97OI,no,is the person standing outdoors,v_RXDVJlb97OI,v_RXDVJlb97OI_3,3
78,v_kD_EJjQCLoY,no,is the person standing outdoors,v_kD_EJjQCLoY,v_kD_EJjQCLoY_3,3
79,v_jhy6npIdn5o,no,is the person standing outdoors,v_jhy6npIdn5o,v_jhy6npIdn5o_3,3
80,v_SjlILJ2st-I,no,is the player indoors,v_SjlILJ2st-I,v_SjlILJ2st-I_3,3
81,v_2CegApogJd4,no,is the person playing dodgeball outdoors,v_2CegApogJd4,v_2CegApogJd4_3,3
82,v_fbr7v8RMkf8,yes,are there many people in the ski resort,v_fbr7v8RMkf8,v_fbr7v8RMkf8_7,3
83,v_fh21bbDSVmA,no,are there many people in the stands,v_fh21bbDSVmA,v_fh21bbDSVmA_8,3
84,v_dGT_KGb0gyw,yes,are they indoors,v_dGT_KGb0gyw,v_dGT_KGb0gyw_8,3
85,v_chmegNbBTNc,day,is it day or night in the video,v_chmegNbBTNc,v_chmegNbBTNc_9,8
86,v_40BPDWojssc,no,is the person in black wearing a hat,v_40BPDWojssc,v_40BPDWojssc_3,3
87,v_mXqmRAUsn9U,yes,is the person in blue wearing a hat,v_mXqmRAUsn9U,v_mXqmRAUsn9U_2,3
88,v_ys4_S3JHQjs,yes,is the person in blue wearing a hat,v_ys4_S3JHQjs,v_ys4_S3JHQjs_2,3
89,v_DUi-hLMpQQo,yes,is the person in blue wearing a hat,v_DUi-hLMpQQo,v_DUi-hLMpQQo_2,3
90,v_AguxVxEWEs0,no,is the person in blue wearing a watch,v_AguxVxEWEs0,v_AguxVxEWEs0_10,3
91,v_62M1FRXsUiM,no,is the person in blue wearing a watch,v_62M1FRXsUiM,v_62M1FRXsUiM_10,3
92,v_xMNmGr96O9U,yes,is the person in gray wearing a hat,v_xMNmGr96O9U,v_xMNmGr96O9U_2,3
93,v_dN8LBey17O8,yes,is the person in gray wearing a hat,v_dN8LBey17O8,v_dN8LBey17O8_7,3
94,v_Ye_uVlSo1HI,yes,is the person in gray wearing a hat,v_Ye_uVlSo1HI,v_Ye_uVlSo1HI_2,3
95,v_AjizhJc_reI,yes,is the person in pink wearing a hat,v_AjizhJc_reI,v_AjizhJc_reI_2,3
96,v_ZAX6OojMg38,yes,is the person in red wearing a hat,v_ZAX6OojMg38,v_ZAX6OojMg38_2,3
97,v__V62aT_K8Zw,yes,does the person wearing a hat have a long beard,v__V62aT_K8Zw,v__V62aT_K8Zw_2,3
98,v_TXSOSSGJYO0,no,is the person in gray wearing a hat,v_TXSOSSGJYO0,v_TXSOSSGJYO0_3,3
99,v_U2cCOj3LiAA,no,is the person in the video wearing a hat,v_U2cCOj3LiAA,v_U2cCOj3LiAA_3,3
100,v_LWt2FuU0uC4,yes,is the athlete wearing shorts,v_LWt2FuU0uC4,v_LWt2FuU0uC4_2,3
101,v_LzPppxSWYNY,yes,is the athlete wearing shorts,v_LzPppxSWYNY,v_LzPppxSWYNY_2,3
102,v_LWt2FuU0uC4,no,is the athlete wearing pant,v_LWt2FuU0uC4,v_LWt2FuU0uC4_3,3
103,v_LzPppxSWYNY,no,is the athlete wearing pant,v_LzPppxSWYNY,v_LzPppxSWYNY_3,3
104,v_EDDbcCBnTQM,yes,does the man wear sunglasses,v_EDDbcCBnTQM,v_EDDbcCBnTQM_2,3
105,v_GSrBZXLSwWI,yes,is the person in a black t-shirt wearing hat,v_GSrBZXLSwWI,v_GSrBZXLSwWI_2,3
106,v_1YU4MSK80cQ,no,is the person in a black vest playing outdoors,v_1YU4MSK80cQ,v_1YU4MSK80cQ_3,3
107,v_1YU4MSK80cQ,yes,is the person in a black vest playing outdoors,v_1YU4MSK80cQ,v_1YU4MSK80cQ_2,3
108,v_4_jDgRsOGvY,yes,is the man in black wearing a hat ,v_4_jDgRsOGvY,v_4_jDgRsOGvY_2,3
109,v_28WDlVOgslg,yes,is the man in black wearing glasses,v_28WDlVOgslg,v_28WDlVOgslg_6,3
110,v_40BPDWojssc,yes,is the man in black wearing glasses,v_40BPDWojssc,v_40BPDWojssc_2,3
111,v_otMw5GJWYWs,no,is the man in black wearing glasses,v_otMw5GJWYWs,v_otMw5GJWYWs_3,3
112,v_ojTFTIwsa_c,no,is the man in black wearing glasses,v_ojTFTIwsa_c,v_ojTFTIwsa_c_3,3
113,v_gsQ-OEvrxjo,yes,is the man in black wearing glasses,v_gsQ-OEvrxjo,v_gsQ-OEvrxjo_10,3
114,v__kmjpSZb3OI,yes,is the man in black wearing glasses,v__kmjpSZb3OI,v__kmjpSZb3OI_2,3
115,v_X6CBZwwRdQQ,yes,is the man in black wearing glasses,v_X6CBZwwRdQQ,v_X6CBZwwRdQQ_2,3
116,v_ojTFTIwsa_c,yes,does the person in black wear a hat,v_ojTFTIwsa_c,v_ojTFTIwsa_c_2,3
117,v_xMNmGr96O9U,no,does the person in black wear a hat,v_xMNmGr96O9U,v_xMNmGr96O9U_10,3
118,v_xND_kp-aYXw,no,does the person in black wear a hat,v_xND_kp-aYXw,v_xND_kp-aYXw_3,3
119,v_X6CBZwwRdQQ,no,does the person in black wear a hat,v_X6CBZwwRdQQ,v_X6CBZwwRdQQ_3,3
120,v_96vBhCFBbQk,no,is the person in blue wearing earrings,v_96vBhCFBbQk,v_96vBhCFBbQk_3,3
121,v_16czjUF1AA4,yes,is the person in blue wearing earrings,v_16czjUF1AA4,v_16czjUF1AA4_7,3
122,v_mXqmRAUsn9U,no,is the person in blue wearing glasses,v_mXqmRAUsn9U,v_mXqmRAUsn9U_3,3
123,v_DUi-hLMpQQo,no,is the person in blue wearing glasses,v_DUi-hLMpQQo,v_DUi-hLMpQQo_3,3
124,v_uJ4OZfCjViM,no,is the person in blue wearing shoes,v_uJ4OZfCjViM,v_uJ4OZfCjViM_3,3
125,v_pVoM_kUQ4_E,yes,is the person in blue wearing sunglasses,v_pVoM_kUQ4_E,v_pVoM_kUQ4_E_6,3
126,v_TGffgRXc1eQ,no,is the person in blue wear a watch on his right hand,v_TGffgRXc1eQ,v_TGffgRXc1eQ_3,3
127,v_xMNmGr96O9U,no,is the person in gray wearing glasses,v_xMNmGr96O9U,v_xMNmGr96O9U_3,3
128,v_Ye_uVlSo1HI,no,is the person in gray wearing glasses,v_Ye_uVlSo1HI,v_Ye_uVlSo1HI_3,3
129,v_mkGUacg0GRc,no,is the person in gray wearing long sleeves,v_mkGUacg0GRc,v_mkGUacg0GRc_3,3
130,v_LYTWYSqsTCE,no,is the person in gray wearing long sleeves,v_LYTWYSqsTCE,v_LYTWYSqsTCE_3,3
131,v_mkGUacg0GRc,yes,is the person in gray wearing short sleeves,v_mkGUacg0GRc,v_mkGUacg0GRc_2,3
132,v_LYTWYSqsTCE,yes,is the person in gray wearing short sleeves,v_LYTWYSqsTCE,v_LYTWYSqsTCE_2,3
133,v_0w4OkBenR_k,no,is the person in purple wearing trousers,v_0w4OkBenR_k,v_0w4OkBenR_k_3,3
134,v_nP1Bk-vJgVg,no,is the person in purple wearing trousers,v_nP1Bk-vJgVg,v_nP1Bk-vJgVg_3,3
135,v_hxErUs42bBI,yes,is the person in red wearing a hat,v_hxErUs42bBI,v_hxErUs42bBI_2,3
136,v_mSR-HpiJ0No,yes,is the person in red wearing earrings,v_mSR-HpiJ0No,v_mSR-HpiJ0No_2,3
137,v_0q9yZPTBbus,yes,is the person in red wearing earrings,v_0q9yZPTBbus,v_0q9yZPTBbus_2,3
138,v_9k19UUJtldg,no,is the person in red wearing glasses,v_9k19UUJtldg,v_9k19UUJtldg_9,3
139,v_x6pYeqq3O08,yes,is the person in red wearing glasses,v_x6pYeqq3O08,v_x6pYeqq3O08_2,3
140,v_XxW4XWySzOw,no,is the person in red wearing glasses,v_XxW4XWySzOw,v_XxW4XWySzOw_10,3
141,v_ZAX6OojMg38,no,is the person in red wearing glasses,v_ZAX6OojMg38,v_ZAX6OojMg38_3,3
142,v_mSR-HpiJ0No,no,is the person in red wearing a hat,v_mSR-HpiJ0No,v_mSR-HpiJ0No_3,3
143,v_390iVq_urQM,yes,is the person in red wearing a hat,v_390iVq_urQM,v_390iVq_urQM_2,3
144,v_x6pYeqq3O08,no,is the person in red wearing a hat,v_x6pYeqq3O08,v_x6pYeqq3O08_3,3
145,v_p1QGn0IzfW0,yes,is the person in red wearing t-shirt,v_p1QGn0IzfW0,v_p1QGn0IzfW0_2,3
146,v_cYvFlrAnlzA,no,is the person in white wearing a hat,v_cYvFlrAnlzA,v_cYvFlrAnlzA_6,3
147,v_-eJT11AuOa0,yes,is the person in white wearing a hat,v_-eJT11AuOa0,v_-eJT11AuOa0_8,3
148,v_X52XHYKeLiE,no,is the person in white wearing glasses,v_X52XHYKeLiE,v_X52XHYKeLiE_3,3
149,v_nYl_tYmijlM,yes,is the person in white wearing glasses,v_nYl_tYmijlM,v_nYl_tYmijlM_2,3
150,v_NDq29HQJVP0,no,is the person in white wearing glasses,v_NDq29HQJVP0,v_NDq29HQJVP0_3,3
151,v_xizEiQZfJa4,no,is the person in white wearing gloves,v_xizEiQZfJa4,v_xizEiQZfJa4_3,3
152,v_X52XHYKeLiE,yes,is the person in white wearing gloves,v_X52XHYKeLiE,v_X52XHYKeLiE_2,3
153,v_1494UwmvAJM,no,is the person in white wearing a hat,v_1494UwmvAJM,v_1494UwmvAJM_3,3
154,v_NDq29HQJVP0,yes,is the person in white wearing a hat,v_NDq29HQJVP0,v_NDq29HQJVP0_2,3
155,v_mnNgZ-D5cKc,yes,is the person in white wearing a hat,v_mnNgZ-D5cKc,v_mnNgZ-D5cKc_2,3
156,v_lUmjnFf7IPQ,no,is the person in white wearing long sleeves,v_lUmjnFf7IPQ,v_lUmjnFf7IPQ_3,3
157,v_lUmjnFf7IPQ,yes,is the person in white wearing short sleeves,v_lUmjnFf7IPQ,v_lUmjnFf7IPQ_2,3
158,v_Oh3-DvDCpZ4,no,is the person in white wearing a watch,v_Oh3-DvDCpZ4,v_Oh3-DvDCpZ4_3,3
159,v_836UrVGw6GI,no,is the person in white wearing a watch,v_836UrVGw6GI,v_836UrVGw6GI_3,3
160,v_y0ca-LbQErY,yes,is the person in white wearing a watch,v_y0ca-LbQErY,v_y0ca-LbQErY_2,3
161,v_QIUxLD27NuI,yes,is the person in white wearing glasses,v_QIUxLD27NuI,v_QIUxLD27NuI_2,3
162,v_i5qTK0mInTc,yes,is the person in white wearing glasses,v_i5qTK0mInTc,v_i5qTK0mInTc_2,3
163,v_hQqoh0YxJYs,yes,is the person in yellow wearing a hat,v_hQqoh0YxJYs,v_hQqoh0YxJYs_2,3
164,v_zYjLA99koBk,yes,is the person in yellow wearing a hat,v_zYjLA99koBk,v_zYjLA99koBk_6,3
165,v_udSHsodv3gY,yes,is the person in the video wearing glasses,v_udSHsodv3gY,v_udSHsodv3gY_2,3
166,v_d_A-ylxNbFU,no,is the person in the video wearing glasses,v_d_A-ylxNbFU,v_d_A-ylxNbFU_9,3
167,v_aPI0nPvzJlE,no,is the person in the video wearing glasses,v_aPI0nPvzJlE,v_aPI0nPvzJlE_7,3
168,v_QXN6odBnVmI,no,is the person in a black t-shirt wearing a hat,v_QXN6odBnVmI,v_QXN6odBnVmI_7,3
169,v_Znb6Y9m_PsQ,no,is the person in a black t-shirt wearing a hat,v_Znb6Y9m_PsQ,v_Znb6Y9m_PsQ_8,3
170,v_qgUHRwC3194,no,is the person in a white t-shirt wearing a hat,v_qgUHRwC3194,v_qgUHRwC3194_7,3
171,v_ZLG1Exv8HrY,no,is the person in a white t-shirt wearing a hat,v_ZLG1Exv8HrY,v_ZLG1Exv8HrY_9,3
172,v_-pK2JheWido,no,do the skier have any safety measure,v_-pK2JheWido,v_-pK2JheWido_10,3
173,v__jIXs7AFTxw,no,is the person in white wearing a hat,v__jIXs7AFTxw,v__jIXs7AFTxw_3,3
174,v_Db9VWkgMpbE,no,is the woman in the video wearing glasses,v_Db9VWkgMpbE,v_Db9VWkgMpbE_10,3
175,v_v6DdLg_Xnkg,yes,do both hands been used when wearing the contact lenses,v_v6DdLg_Xnkg,v_v6DdLg_Xnkg_2,3
176,v_iZT4XgzUHm4,no,does the computer been used when reparing the bicycle,v_iZT4XgzUHm4,v_iZT4XgzUHm4_3,3
177,v_V9mLJJn8Lvw,no,does the pen been used during packing the book,v_V9mLJJn8Lvw,v_V9mLJJn8Lvw_3,3
178,v_iAes5SVj_Fg,no,does the pen been used during fight,v_iAes5SVj_Fg,v_iAes5SVj_Fg_3,3
179,v_vBOFzuS-Djo,no,does the pen been used during diving,v_vBOFzuS-Djo,v_vBOFzuS-Djo_3,3
180,v_i_LT0ef1n-Y,no,does the pen been used during skateboarding,v_i_LT0ef1n-Y,v_i_LT0ef1n-Y_3,3
181,v_V9mLJJn8Lvw,yes,does packing book need paper,v_V9mLJJn8Lvw,v_V9mLJJn8Lvw_2,3
182,v_iAes5SVj_Fg,yes,does fighting need arm strength,v_iAes5SVj_Fg,v_iAes5SVj_Fg_2,3
183,v_G25py7yEVyo,no,is the person in white shaking hands outdoors,v_G25py7yEVyo,v_G25py7yEVyo_3,3
184,v_G25py7yEVyo,yes,is the person in white shaking hands outdoors,v_G25py7yEVyo,v_G25py7yEVyo_2,3
185,v_8_fjIZkNHms,yes,does fishing need arm strength,v_8_fjIZkNHms,v_8_fjIZkNHms_2,3
186,v_7vcihMnmssI,yes,does fishing need arm strength,v_7vcihMnmssI,v_7vcihMnmssI_2,3
187,v_7LbBmVX33I4,yes,does makeup need arm strength,v_7LbBmVX33I4,v_7LbBmVX33I4_2,3
188,v_qObVIn_GI10,yes,is the person in the video wearing a ring on the left hand,v_qObVIn_GI10,v_qObVIn_GI10_2,3
189,v_uLphvdhunTY,no,is the person in the video wearing a watch with the left hand,v_uLphvdhunTY,v_uLphvdhunTY_3,3
190,v_0jdSl5-lMpY,yes,is the person in the video wearing a watch with the left hand,v_0jdSl5-lMpY,v_0jdSl5-lMpY_2,3
191,v_zYjLA99koBk,outdoor,does the boating scene take place indoors or outdoors,v_zYjLA99koBk,v_zYjLA99koBk_10,6
192,v_7IwHwDuQdyU,yes,does this sport need leg strength ,v_7IwHwDuQdyU,v_7IwHwDuQdyU_2,3
193,v_QX5e5Mla660,no,is the person in green wearing a hat,v_QX5e5Mla660,v_QX5e5Mla660_3,3
194,v_hxErUs42bBI,no,is the person in red wearing a hat,v_hxErUs42bBI,v_hxErUs42bBI_3,3
195,v_0e7d39SwHCA,no,is the person in white wearing a hat,v_0e7d39SwHCA,v_0e7d39SwHCA_3,3
196,v_QIUxLD27NuI,no,is the person in yellow wearing glasses,v_QIUxLD27NuI,v_QIUxLD27NuI_3,3
197,v_i5qTK0mInTc,no,is the person in yellow wearing glasses,v_i5qTK0mInTc,v_i5qTK0mInTc_3,3
198,v_hQqoh0YxJYs,no,is the person in yellow wearing a hat,v_hQqoh0YxJYs,v_hQqoh0YxJYs_3,3
199,v_TnP6coXzbLY,no,is the person in the video wearing a microphone,v_TnP6coXzbLY,v_TnP6coXzbLY_3,3
200,v_Y05GAiavfOg,yes,is the person in the video wearing shoes,v_Y05GAiavfOg,v_Y05GAiavfOg_9,3
201,v_Ynvd8OuXKGw,good looking,how about the dance in the video,v_Ynvd8OuXKGw,v_Ynvd8OuXKGw_7,8
202,v_SGAUpoTMSnA,bit dangerous,how dangerous is the sport of kayaking,v_SGAUpoTMSnA,v_SGAUpoTMSnA_10,8
203,v_5LGh56euaZs,secondary,how difficult is to dive,v_5LGh56euaZs,v_5LGh56euaZs_10,8
204,v_9snScUyE8_4,simple,how difficult is the operation,v_9snScUyE8_4,v_9snScUyE8_4_8,8
205,v_9SIPJd4Hls4,simple,how difficult is the operation,v_9SIPJd4Hls4,v_9SIPJd4Hls4_9,8
206,v_sRNqK_QZbMs,much simpler,how difficult is the activity in the video,v_sRNqK_QZbMs,v_sRNqK_QZbMs_10,8
207,v_SidTquTAtyk,more difficult,how difficult is the activity of flying a kite in the video,v_SidTquTAtyk,v_SidTquTAtyk_10,8
208,v_StGxFfLiYNU,much simpler,how difficult is to pile sand,v_StGxFfLiYNU,v_StGxFfLiYNU_10,8
209,v_RlRrktN5iH4,simple,how difficult is the activity in the video,v_RlRrktN5iH4,v_RlRrktN5iH4_10,8
210,v_nbOsU2Vmp1U,simple,how difficult is the operation,v_nbOsU2Vmp1U,v_nbOsU2Vmp1U_8,8
211,v_40BPDWojssc,simple,how difficult is the operation,v_40BPDWojssc,v_40BPDWojssc_7,8
212,v_16czjUF1AA4,difficulty,how difficult is the sport in the video,v_16czjUF1AA4,v_16czjUF1AA4_10,8
213,v_UzmsAb15Bso,low,how safe is the activity of skateboarding,v_UzmsAb15Bso,v_UzmsAb15Bso_10,8
214,v_8kaQq1mR2ys,secondary,how safe is the activity of swimming,v_8kaQq1mR2ys,v_8kaQq1mR2ys_10,8
215,v_e0yu4WgiZUM,secondary,how safe is the activity of swimming,v_e0yu4WgiZUM,v_e0yu4WgiZUM_8,8
216,v_ETbbYC0OhL0,unsafe,how safe is the activity in the video ,v_ETbbYC0OhL0,v_ETbbYC0OhL0_8,8
217,v_rrpEOrMpBuE,sunny,what weather is it in the video,v_rrpEOrMpBuE,v_rrpEOrMpBuE_10,8
218,v_JR9LosQmMvg,sunny,what weather is it in the video,v_JR9LosQmMvg,v_JR9LosQmMvg_8,8
219,v_jDlvGWOdcqU,sunny,what weather is it in the video,v_jDlvGWOdcqU,v_jDlvGWOdcqU_10,8
220,v_rsU73H6VyG8,cloudy,what weather is it in the video,v_rsU73H6VyG8,v_rsU73H6VyG8_9,8
221,v_Jhcis4S2Vsg,sunny,what weather is it in the video,v_Jhcis4S2Vsg,v_Jhcis4S2Vsg_9,8
222,v_JY9oOSfjj_E,sunny,what weather is it in the video,v_JY9oOSfjj_E,v_JY9oOSfjj_E_10,8
223,v_lUil9HfTzJ0,sunny,what weather is it in the video,v_lUil9HfTzJ0,v_lUil9HfTzJ0_6,8
224,v_K1OsjA-f17E,sunny,what weather is it in the video,v_K1OsjA-f17E,v_K1OsjA-f17E_9,8
225,v_Jix3poZOeZA,sunny,what weather is it in the video,v_Jix3poZOeZA,v_Jix3poZOeZA_9,8
226,v_jBlG0L_M96g,sunny,what weather is it in the video,v_jBlG0L_M96g,v_jBlG0L_M96g_10,8
227,v_rWfQj0X8WU4,sunny,what weather is it in the video,v_rWfQj0X8WU4,v_rWfQj0X8WU4_9,8
228,v_RXT17X7lRoQ,sunny,what weather is it in the video,v_RXT17X7lRoQ,v_RXT17X7lRoQ_9,8
