,video_id,answer,question,video_name,question_id,question_type
26,FRAMEQA32248,room,where is the woman wearing a blue jacket is standing?,tumblr_nauka09f5w1qf6wjoo1_400,36153,3
27,FRAMEQA42992,brown,what is the color of the horse?,tumblr_nowuhcCWo71s3fuxko1_400,71803,2
28,FRAMEQA43406,black,what is the color of the hair?,tumblr_nqmfo0L2eY1thn667o1_540,100633,2
29,FRAMEQA10418,cat,what is putting its paw in another cat 's face to stop it from trying to groom the first cat?,tumblr_noaswjesmm1th7g9io1_400,95722,0
30,FRAMEQA42248,picture,what is the dolphin painting with their mouth?,tumblr_nb2mzb98AK1tkpzw0o1_400,21285,0
31,FRAMEQA2064,brown,what is the color of the door?,tumblr_nde98bVDhd1r21xqpo1_250,86043,2
32,FRAMEQA28069,three,how many men are singing into the telephone?,tumblr_nfegnfJ1AZ1qayaafo1_400,30012,1
33,FRAMEQA25214,cat,what pushes the persons hand down after they try to scratch the cat?,tumblr_nku8674mFY1qcrdgyo1_250,3555,0
34,FRAMEQA2312,drink,what is the red haired woman holding and nodding her head?,tumblr_nl08fcxHX31upy801o1_500,55119,0
35,FRAMEQA46227,red,what is the color of the hair?,tumblr_nk75mmC9z31uoz0rqo1_250,27246,2
36,FRAMEQA33265,cat,what ran across the window sill?,tumblr_n9uwiaBHQw1qhd5lfo1_400,25666,0
37,FRAMEQA10956,white,what is the color of the shirt?,tumblr_n95n6uCkRS1thi35uo1_250,36469,2
38,FRAMEQA48193,white,what is the color of the shirt?,tumblr_nc798b5n4Y1tju84uo1_500,91289,2
39,FRAMEQA31367,cigarette,what is the man singing in a blue car and smoking?,tumblr_nkv63mKCzc1ttvffso1_400,58080,0
40,FRAMEQA2196,clock,what does the man wake up and breaking?,tumblr_ndi8fl5A8e1sctiaro1_400,81093,0
41,FRAMEQA25497,car,what is spinning its back tires and causing a lot of dust?,tumblr_nhpp9aIKCk1tuoc50o1_400,39490,0
42,FRAMEQA36490,cat,what is waking up from the sleep on a bed?,tumblr_n8wivmGs4P1sc3yqlo1_250,41061,0
43,FRAMEQA52681,monkey,what is having its face groomed?,tumblr_ng1j3b3hfg1s3att3o1_400,55934,0
44,FRAMEQA43364,black,what is the color of the eye?,tumblr_ng8ae10GVz1tfxe4ko1_500,44837,2
45,FRAMEQA32219,guitar,what is the member of the band playing on stage?,tumblr_n9auyzrZNt1simukfo1_400,66175,0
46,FRAMEQA33895,white,what is the color of the shirt?,tumblr_ngquc21UJB1u5c02bo1_500,87303,2
47,FRAMEQA6567,cat,what eats some food out of a plastic red bowl?,tumblr_nbjdlk6CGv1tlw7exo1_250,68979,0
48,FRAMEQA17771,white,what is the color of the shirt?,tumblr_nh29z0v9vk1sico5po1_250,39671,2
49,FRAMEQA41308,room,where is the female moving while she talks and smile?,tumblr_nqt8a3aEgd1tlq8yzo1_400,61299,3
50,FRAMEQA2745,purple,what is the color of the convertible?,tumblr_n9n3w8BNg91tfj40ro1_400,84959,2
51,FRAMEQA16248,two,how many boys are waving their hands?,tumblr_n8rb0lxnFI1tqmsauo1_400,11491,1
52,FRAMEQA8217,three,how many men are standing close together and bump into each other?,tumblr_nav2o4Ew2D1sh75jso1_250,3977,1
53,FRAMEQA27308,red,what is the color of the top?,tumblr_n9k8xzjz181tiur4yo1_250,12182,2
54,FRAMEQA23820,two,how many people is this image of dancing together in robes?,tumblr_nq7l0nMeLY1sp0r62o1_250,80776,1
55,FRAMEQA23031,blue,what is the color of the shirt?,tumblr_nbyamsxkvF1sren05o1_400,64252,2
56,FRAMEQA50399,kitchen,where is the couple hugging?,tumblr_npneccAv8H1rq4lc6o1_500,89620,3
57,FRAMEQA17567,mirror,where is the person looking?,tumblr_ngc8tpcmwF1tiz0smo1_400,92490,3
58,FRAMEQA38338,white,what is the color of the wig?,tumblr_njxkmhiBLm1t5w6wco1_400,28857,2
59,FRAMEQA34159,meal,what are the trio of nuns sitting solemnly at the table and eating?,tumblr_nkp552aW7o1sksdxao3_400,92179,0
60,FRAMEQA24076,two,how many people are sitting next to each other and dancing?,tumblr_naa11tbBvx1tebyg2o1_400,62578,1
61,FRAMEQA34365,four,how many people are lined up against the white and blue wall?,tumblr_ncsq0iDaXw1tk7w8vo1_500,89376,1
62,FRAMEQA24158,white,what is the color of the dog?,tumblr_ng2hgxbjKw1t1ijxmo1_1280,56263,2
63,FRAMEQA14493,two,how many soccer players run towards each other and the ball?,tumblr_ni0re9ST8r1u7q0qeo1_400,65873,1
64,FRAMEQA9640,tank,where are three frogs climbing around?,tumblr_nksdyhXtpu1rhl4f0o1_250,22832,3
65,FRAMEQA5919,cat,what jumps around in the living room in front of the couch?,tumblr_ner3v7FbbI1rgchc8o1_500,72762,0
66,FRAMEQA13148,room,where is the woman standing and dancing?,tumblr_n9brbfS5661qgtp5eo1_400,43006,3
67,FRAMEQA24285,black,what is the color of the suit?,tumblr_nqyw6gulsY1s7oft8o1_250,13026,2
68,FRAMEQA3316,white,what is the color of the background?,tumblr_nkvmjqHles1tl5f3zo1_250,27620,2
69,FRAMEQA31626,guitar,what is the man playing and gesturing?,tumblr_nqw4at9cu21sxecxyo1_500,23889,0
70,FRAMEQA45901,two,how many guys is about to get in the fight?,tumblr_ndcfe5F1iy1s2t7gvo1_500,88875,1
71,FRAMEQA38710,brown,what is the color of the jacket?,tumblr_nagwpaywf01tvbb2ko1_250,450,2
72,FRAMEQA8484,classroom,where does the young man in a white shirt bow?,tumblr_ne3qgzrxld1s0r79po1_r1_500,92812,3
73,FRAMEQA12951,cat,what is standing on something with closed eyes?,tumblr_n8wjakFkdh1slj978o1_250,28681,0
74,FRAMEQA22646,car,what is driving dangerously on the highway?,tumblr_nesksmxUsA1rdfljoo1_500,76053,0
75,FRAMEQA8754,dog,what spins around while the doll is on his back?,tumblr_nkus9cARZm1r2m293o1_400,26709,0
76,FRAMEQA51230,white,what is the color of the t-shirt?,tumblr_ngjjy8pmWW1u5slc8o1_250,3675,2
77,FRAMEQA15215,purple,what is the color of the shirt?,tumblr_npjqoubgDV1u29slho1_400,50388,2
78,FRAMEQA41745,white,what is the color of the car?,tumblr_n88tfbzgHU1rhy09eo1_500,92569,2
79,FRAMEQA49969,white,what is the color of the shirt?,tumblr_nareflaVHP1rw4ex3o1_400,22635,2
80,FRAMEQA41839,black,what is the color of the dress?,tumblr_nhkjmkZVlx1u387zvo1_400,42290,2
81,FRAMEQA37331,pipe,what is the woman smoking in front of a candle?,tumblr_noumotOiwV1spw05ko1_250,36480,0
82,FRAMEQA17181,black,what is the color of the cat?,tumblr_ndrak3nYu61r95fszo1_250,11840,2
83,FRAMEQA25603,leaf,what is the dog eating?,tumblr_ndvmat0M581rlil49o1_500,52041,0
84,FRAMEQA50565,dog,what is sitting in the blue chair?,tumblr_nc51lxZqcX1tkpzw0o1_250,6269,0
85,FRAMEQA35407,shirt,what is the man wearing a long shirt and talking and touches?,tumblr_nb0u7kYz9i1tclavqo1_500,61843,0
86,FRAMEQA42571,white,what is the color of the woman?,tumblr_nbag3b30JL1ry0b5go1_400,83553,2
87,FRAMEQA35064,black,what is the color of the singlet?,tumblr_ncn4ck340P1sj24puo1_250,5283,2
88,FRAMEQA4726,champagne,what is the man spraying at the ceiling?,tumblr_nqt0rfOUFY1ux2ikeo1_400,74132,0
89,FRAMEQA48373,two,how many man are dancing in bed together?,tumblr_naa11tbBvx1tebyg2o1_400,62578,1
90,FRAMEQA32119,red,what is the color of the hair?,tumblr_na9tlcASNS1terurso1_400,29740,2
91,FRAMEQA36572,string,what is the woman tying around leaves?,tumblr_njvmt3qmAh1u370zso1_540,42521,0
92,FRAMEQA41907,sweater,what is the girl trying and wearing?,tumblr_nd1bjfBEw91redefto1_400,33132,0
93,FRAMEQA15058,two,how many little mascot characters are dancing on the soccer field?,tumblr_neua43pKJC1t0kntqo1_250,53580,1
94,FRAMEQA33699,studio,where do the pair perform dance moves?,tumblr_nadd8dv4Ho1s34j90o1_400,57968,3
95,FRAMEQA14196,black,what is the color of the lingerie?,tumblr_nezlsfnXwi1tsbbfxo1_500,54331,2
96,FRAMEQA29741,black,what is the color of the cat?,tumblr_no75u4RtUx1tyncywo1_400,65382,2
97,FRAMEQA38738,tortoise,what is sitting on the remote vacuum cleaner?,tumblr_nisxffQvO61u5ba4ao1_250,27103,0
98,FRAMEQA47528,cigarette,what is the woman lighting?,tumblr_nog086mhQn1rngtxpo1_250,49718,0
99,FRAMEQA40246,white,what is the color of the man?,tumblr_npz6msJUl81urnbuuo1_250,38417,2
100,FRAMEQA14665,three,how many men are eating and laughing with each other?,tumblr_nrl3x1VLyr1rdwooro1_400,83729,1
101,FRAMEQA36171,dog,"what are three people sitting down , and one of them is holding?",tumblr_nfe8ohMKD81tkoeqqo1_500,88138,0
102,FRAMEQA23434,blue,what is the color of the uniform?,tumblr_nhtqzuiWod1sj4atbo1_400,65203,2
103,FRAMEQA5776,brown,what is the color of the horse?,tumblr_n8pqysKgXz1sy7yfqo1_400,64680,2
104,FRAMEQA9922,cat,what jumps from the table to a counter?,tumblr_ninfq9WzsZ1s6zpepo1_250,78597,0
105,FRAMEQA41201,two,how many wrestlers is this image of fighting each other?,tumblr_nhq8z49bTR1sk0i2mo1_250,60385,1
106,FRAMEQA50824,rings,what is the man blowing while sitting in a vehicle?,tumblr_nokjiwjEvX1uvad6ao1_250,457,0
107,FRAMEQA28299,cat,what stands up and rubs her face against a dog 's face?,tumblr_ndxrsbp13F1rfyy6oo1_250,9914,0
108,FRAMEQA25659,red,what is the color of the hair?,tumblr_nf3iiwUoZR1s22c6no1_400,28434,2
109,FRAMEQA36935,vehicles,what go over bumps and ramps quickly?,tumblr_nq06ihvo7U1up68h4o1_400,28893,0
110,FRAMEQA12280,lollipop,what is the woman kissing and smiling?,tumblr_npffpme9eT1u2ok96o1_400,67063,0
111,FRAMEQA17960,two,how many woman fighting is man with white shirt breaking up?,tumblr_nokpkycdga1r2buvvo1_250,3855,1
112,FRAMEQA11275,black,what is the color of the sweatshirt?,tumblr_nk5pn1wSC41r36r8mo1_500,34236,2
113,FRAMEQA26207,car,what spins out of control on a race track but then the regains control?,tumblr_no62rm4dDC1tx8mn0o1_400,76917,0
114,FRAMEQA44766,candy,what did two children on a bus eat?,tumblr_nbtlrnLJyT1t1szv2o1_500,70108,0
115,FRAMEQA46451,bottle,what is the person with blue clothes grabbing?,tumblr_ngwbl1n70M1u5ha1qo1_400,63012,0
116,FRAMEQA36371,two,how many boys are standing and looking around?,tumblr_ngg9uzqMJo1tugymuo1_500,7396,1
117,FRAMEQA2337,two,how many women are sitting inside the room inside?,tumblr_nfwsbaUqdU1tkqyuyo1_400,29743,1
118,FRAMEQA16752,two,how many race cars is this on a track while one of them spins out and loses control?,tumblr_nbcrueGce81tx8mn0o1_400,82134,1
119,FRAMEQA5914,locker,"where does the girl speak , then a man is shown sitting?",tumblr_nc1q320Ed51s8jkazo1_250,30573,3
120,FRAMEQA5021,parakeets,what appear to kiss each other?,tumblr_n9nxz6cyx11sjuzlno1_400,36176,0
121,FRAMEQA35189,three,how many men on a couch are laughing out loud?,tumblr_n95dgjajvW1syjz5uo1_250,13891,1
122,FRAMEQA25155,black,what is the color of the shirt?,tumblr_ncwrt0iC5S1tyxnhro1_400,89409,2
123,FRAMEQA28238,two,how many men are standing on the stage doing an interview?,tumblr_nhlu54rL2M1tragfyo1_1280,55861,1
124,FRAMEQA48804,hole,what is the girl holding?,tumblr_ne0qsn9cgE1qlqxrqo1_500,99120,0
125,FRAMEQA3600,tie,what is the man wearing?,tumblr_nc7trs4lYs1t7pzp2o1_500,69255,0
126,FRAMEQA6493,white,what is the color of the shirts?,tumblr_nbgd8ebTTy1tl5qj2o1_500,3457,2
127,FRAMEQA5708,room,where does the band sing and plays instruments?,tumblr_ncw7meF4Pb1txydmgo1_500,57976,3
128,FRAMEQA12829,two,how many men fight each other using flaming swords in the dark?,tumblr_nq5wjxq0M31s71nvbo1_400,45240,1
129,FRAMEQA48407,dog,what is making the paw trick?,tumblr_ncw1h7V8au1rmdsrwo1_400,63248,0
130,FRAMEQA30171,two,how many rats are crawling around on someones shoulder?,tumblr_nguvutkldj1rs0i14o1_400,46819,1
131,FRAMEQA13179,black,what is the color of the shirt?,tumblr_nax0vtnfdQ1rkn23mo1_250,53611,2
132,FRAMEQA15145,car,what is driving on the road outside of a city?,tumblr_nd99tr1UmA1ruqk6ro1_250,4433,0
133,FRAMEQA47704,boat,what do two men ride with a bat symbol on it?,tumblr_nilyoyDugt1qdzxbio1_500,55069,0
134,FRAMEQA6407,ball,what is the soccer player wearing a uniform gets into the net?,tumblr_napzlmoxdY1tz9jaqo1_400,18449,0
135,FRAMEQA20199,blue,what is the color of the dress?,tumblr_nr7000dUK11uvpgu5o1_250,3178,2
136,FRAMEQA5064,cash,what is the man throwing at another man who is dancing at a strip club?,tumblr_nal5nm1az91r4w92no1_500,58154,0
137,FRAMEQA12824,chicken,what pecks the horse 's face then drinks its water?,tumblr_ngns3jXgPf1s6zpepo1_250,23960,0
138,FRAMEQA48730,two,how many young men are dancing and singing on the state?,tumblr_nk0b64SeZR1stm7ieo1_400,43176,1
139,FRAMEQA26195,cat,what is hiding in the drawer and pawing at a pen poked at it?,tumblr_n9vr1xjmof1tdmffyo1_250,27920,0
140,FRAMEQA17350,white,what is the color of the uniform?,tumblr_n8rs4laokt1th2t13o1_400,57403,2
141,FRAMEQA22983,two,how many men are talking to one another in front of a crowd?,tumblr_nft60biv5u1sookfro1_250,35680,1
142,FRAMEQA41826,street,where is the blue beautiful car running?,tumblr_nfxlgzOQSN1t0x7yto1_500,61137,3
143,FRAMEQA42579,shirt,what is the white man with short hair wearing?,tumblr_nfkx8qNpFC1snecwlo1_250,9410,0
144,FRAMEQA40981,two,how many women punch each other in a ring?,tumblr_nb7eheT0Oz1r272ido1_250,76772,1
145,FRAMEQA9025,street,where is the young woman dancing?,tumblr_np97noimRj1swewioo1_250,43615,3
146,FRAMEQA42197,bird,what does not want to smoke even though he can?,tumblr_nirv73J7pz1tixppbo1_400,24461,0
147,FRAMEQA47836,two,how many men dance under lights in club?,tumblr_nqmr2ybLBP1rpsrrho1_400,25420,1
148,FRAMEQA25644,guitar,what is the lady wearing the hat is singing and playing?,tumblr_n8v8orVsL81rqn31vo1_250,73123,0
149,FRAMEQA27168,six,how many people stand on stage with lights shining down on them?,tumblr_nhaaonJd0D1u6jgouo1_250,50395,1
150,FRAMEQA37671,dog,what is chasing after the large blue ball?,tumblr_nhhujqoyKU1tjhld9o1_400,54091,0
151,FRAMEQA2600,cigarette,what is the person wearing a sweater is smoking?,tumblr_nkbu9cuFSt1tfe5fyo1_250,19499,0
152,FRAMEQA37573,four,how many people are stood dancing and shaking their bodies?,tumblr_nr24ia3Q8z1uzm9a7o1_500,71205,1
153,FRAMEQA42176,two,how many men are sitting on the couch arm wrestling with each other?,tumblr_ngn0ttCSb51svos5ho1_400,36865,1
154,FRAMEQA533,brown,what is the color of the hat?,tumblr_na7ng2zh3f1thntp8o1_250,110,2
155,FRAMEQA15082,green,what is the color of the lizard?,tumblr_nhn4qolyxQ1tgouwlo1_400,52435,2
156,FRAMEQA36334,pool,where is someone floating?,tumblr_ni3i7ovyZz1r1g4n4o1_500,71609,3
157,FRAMEQA48437,window,what does the man open to a man wearing a mask?,tumblr_nr4re3vFCz1tfgtmso1_400,35435,0
158,FRAMEQA15128,round,what is the dog jumping up the stairs and then he turns?,tumblr_nbuhc5cUJn1rotc20o1_400,19595,0
159,FRAMEQA12817,blue,what is the color of the shirt?,tumblr_na99bk3j1D1rmvb15o1_500,91697,2
160,FRAMEQA32284,guitar,what is the band member playing and showing his palm?,tumblr_nmx7rfsPJE1uqpyr9o1_540,56365,0
161,FRAMEQA46418,two,how many men are performing the dance move?,tumblr_nf2c6jqkXE1tzlevco1_250,1608,1
162,FRAMEQA36444,instrument,what did the man and woman both play?,tumblr_ndrhdij2sp1tmnzbjo1_400,82149,0
163,FRAMEQA19137,cookie,what is the girl eating while wearing red glasses?,tumblr_nc41azSmAA1ru030mo1_400,31088,0
164,FRAMEQA39416,black,what is the color of the t-shirts?,tumblr_nba4zsrstP1thacl7o1_500,19023,2
165,FRAMEQA37709,two,how many friends are having the great time?,tumblr_nq7kptWdUh1txx0lfo1_500,62133,1
166,FRAMEQA25095,brown,what is the color of the shoes?,tumblr_nnx611gAZA1teszvzo1_400,40182,2
167,FRAMEQA39641,blue,what is the color of the cushion?,tumblr_n9qwatWy9m1slj978o1_400,73992,2
168,FRAMEQA25891,puppy,what is falling from the small couch?,tumblr_nhf9v5oufm1tjhld9o1_500,76043,0
169,FRAMEQA8028,doorway,what do three smiling men slowly enter?,tumblr_ngek8rCbFV1s82z36o1_500,73050,0
170,FRAMEQA19962,dog,what is climbing onto the woman and licking her face?,tumblr_nqamqac9al1r2ro17o1_400,31560,0
171,FRAMEQA261,juice,what is being poured into the glass?,tumblr_nowzu5MZZg1s3att3o1_250,14921,0
172,FRAMEQA2504,flamethrower,what is someone throwing at a wall?,tumblr_nhtmk3pXaX1u7f69to1_400,57393,0
173,FRAMEQA26696,gray,what is the color of the sweatshirt?,tumblr_nlsgkqiHFM1rmkrcqo1_500,48135,2
174,FRAMEQA35646,three,how many men danced and sang around the fire?,tumblr_nbouq51nPr1tkti7do1_500,44349,1
175,FRAMEQA48019,black,what is the color of the car?,tumblr_npaw4iQKzd1u6iefyo1_500,76767,2
176,FRAMEQA46986,dress,what is the woman walking and wearing?,tumblr_niqlvp6RBw1te3vrpo1_540,49392,0
177,FRAMEQA6192,dog,what is driving the car very funny in outdoor?,tumblr_ng67v0PpjK1tkhxdko1_400,17979,0
178,FRAMEQA32811,guitar,what is the bald man playing and staring out in the crowd?,tumblr_naiqhik3AY1rlg01uo1_500,49205,0
179,FRAMEQA325,drink,what is the man with ginger hair necking?,tumblr_njxgk8u29N1qelu08o1_500,100696,0
180,FRAMEQA30325,two,how many guys is this walking?,tumblr_nax247zhwY1sdbrm9o1_400,65700,1
181,FRAMEQA33635,cat,what tries to catch the red light while it disappears?,tumblr_nh01ubOfAY1slj978o1_400,38170,0
182,FRAMEQA24234,hat,what is the young man wearing and smiling while people walk by him?,tumblr_ndfs0976vh1tkzhg9o1_400,50462,0
183,FRAMEQA1357,two,how many people sat down on the sofa talking?,tumblr_naq3p4yhj41tgmmsko1_500,41849,1
184,FRAMEQA39963,red,what is the color of the top?,tumblr_nc086eK11B1tafc89o1_500,89374,2
185,FRAMEQA52002,white,what is the color of the shirt?,tumblr_nmm4f3RVqM1tf7f4ho1_400,58110,2
186,FRAMEQA3622,cat,what is scratching against the wind from a hair dryer?,tumblr_n9siyhJeK01sz068fo1_400,80179,0
187,FRAMEQA2767,kitten,what is someone stroking?,tumblr_njw2gle3ek1u8uroco1_400,68448,0
188,FRAMEQA44349,gun,what does the man point at the passenger of a taxi?,tumblr_nrh5qvi58Y1u0uk6mo1_400,92721,0
189,FRAMEQA8598,two,how many men are running on the track?,tumblr_np7428zJXS1sjggsso1_400,79249,1
190,FRAMEQA36586,cars,what are driving around in the garage?,tumblr_nd11cdPFVQ1s1cmjio1_400,96948,0
191,FRAMEQA46394,car,what is driving off course onto the dirt before returning to the pavement?,tumblr_ncwjr5bvbM1tx8mn0o1_400,78341,0
192,FRAMEQA38766,white,what is the color of the hat?,tumblr_nal8pu1VSt1tbje7yo1_400,66435,2
193,FRAMEQA5316,black,what is the color of the guy?,tumblr_niyn60KECL1u86no2o1_500,78745,2
194,FRAMEQA50771,room,where are the man and are woman kissing?,tumblr_nq5j7usnwj1uszqo4o1_500,80170,3
195,FRAMEQA30728,two,how many boys are standing and looking out the window?,tumblr_nqb79tYlU81utdor9o1_400,83569,1
196,FRAMEQA15136,cars,what are racing around the track very quickly?,tumblr_n9ghigU0nd1tx8mn0o1_400,55496,0
197,FRAMEQA19762,two,how many men is wearing dummy heads frighten a woman in a blue top?,tumblr_n90vul8OL31sm7km1o1_400,3794,1
198,FRAMEQA6669,dog,what stares intently at the plate of cupcakes?,tumblr_njqkzeml8y1unykvpo1_250,19006,0
199,FRAMEQA42229,red,what is the color of the team?,tumblr_ndgppcIlCu1qhrx75o1_400,84989,2
200,FRAMEQA16557,bird,what kissed the green bird?,tumblr_n9nxz6cyx11sjuzlno1_400,36176,0
201,FRAMEQA45555,car,what drove off the track and back on?,tumblr_n907c1PcRr1sncaa3o1_400,78070,0
202,FRAMEQA45481,two,how many men sit together as one man play the guitar?,tumblr_na5j2z7Ejt1tfvkwqo1_400,68462,1
203,FRAMEQA10161,red,what is the color of the tie?,tumblr_nch77vbJHs1rshgw6o1_250,8302,2
204,FRAMEQA45073,paws,what does the girl try and he puts up and wiggles out of her arm?,tumblr_nq622eUZ2O1twfmf3o1_400,7692,0
205,FRAMEQA20072,black,what is the color of the top?,tumblr_nbd6mxxR7M1t5ojzdo1_250,17389,2
206,FRAMEQA17478,elephant,what is walking and playing with tires on its legs?,tumblr_nf1kbzvsw71rwzy1eo1_400,71853,0
207,FRAMEQA27212,white,what is the color of the playing?,tumblr_nqnrnnW6Ii1tz83q2o1_500,41073,2
208,FRAMEQA11852,cat,what is the black and white cat upsetting?,tumblr_nf8v50LnUt1tk2ngvo1_500,78064,0
209,FRAMEQA5989,two,how many beautiful ladies are taking out the man 's jacket?,tumblr_ng6i6uP4kE1s5svyno1_500,93850,1
210,FRAMEQA35732,white,what is the color of the girl?,tumblr_nfdhm4hgxd1qmjp5wo1_500,90886,2
211,FRAMEQA47758,guitar,what is the man in a leather outfit holding?,tumblr_ncpa5oSCiY1ql0sfgo1_500,97128,0
212,FRAMEQA48303,kitten,what is biting the ear of a rabbit?,tumblr_ngapyhHe7Y1sohuqmo1_250,36485,0
213,FRAMEQA40790,two,how many men are making funny faces?,tumblr_nh2x1kO12G1std30eo1_500,48576,1
214,FRAMEQA44981,beam,what is the cat chasing around the floor?,tumblr_ner3v7FbbI1rgchc8o1_500,72762,0
215,FRAMEQA25104,cat,what pushes the skateboard down and gets on it and does some tricks?,tumblr_njukcfEiK11r1n65mo1_400,40925,0
216,FRAMEQA22115,black,what is the color of the top?,tumblr_ng62brRXgC1tpgrv9o1_250,7855,2
217,FRAMEQA3409,three,how many people are dancing?,tumblr_neqbvmEl2p1u36mi8o1_250,22289,1
218,FRAMEQA24908,blue,what is the color of the shirt?,tumblr_n99kv46QTX1s6r7s7o1_400,67448,2
219,FRAMEQA6848,cat,what does the squirrel jump on a cat and then slaps at another cat?,tumblr_ncko1cgtVl1rwkjivo1_400,45420,0
220,FRAMEQA24610,three,how many guys in striped shirts and red hats are singing and dancing?,tumblr_nl1flazV921remizro1_400,21549,1
221,FRAMEQA31656,two,how many guys are sitting on the couch and giving a thumbs up?,tumblr_n8x0vtknbl1rhmx5uo1_400,30378,1
222,FRAMEQA45454,black,what is the color of the dress?,tumblr_nc8jyqbEeM1sx2tx8o1_250,13713,2
223,FRAMEQA6984,dog,what is entering the police car?,tumblr_njxkdtyDbl1sht3fmo1_250,36792,0
224,FRAMEQA38332,chair,where is the woman wearing all white sits down?,tumblr_nbag3b30JL1ry0b5go1_400,83553,3
225,FRAMEQA18996,cars,what are racing down the track and the blue car loses its back end?,tumblr_nen2gpqUlI1tx8mn0o1_400,55482,0
226,FRAMEQA11035,hat,what is the man wearing and talking angrily?,tumblr_nk0p8vgCSc1tudbs0o1_400,28921,0
227,FRAMEQA16020,cars,what are running side by side on a street?,tumblr_nazajtnJAC1tn4t8jo1_400,62167,0
228,FRAMEQA37068,two,how many girls are making funny faces and smiling?,tumblr_n8q8iiFAka1toq16fo1_400,28578,1
229,FRAMEQA4566,two,how many men pretend to kiss and then turn away and laugh?,tumblr_n8q9ejQLX81ratic8o1_500,87243,1
230,FRAMEQA10495,white,what is the color of the shirt?,tumblr_nc1slkO3ZM1s8jkazo1_250,25524,2
231,FRAMEQA33379,glasses,what is the young singer in a band wearing and lifting his leg and swiveling his hips?,tumblr_nk0b64SeZR1stm7ieo1_400,43176,0
232,FRAMEQA8398,cat,what is biting and pulling at paper then it lies back?,tumblr_nnilizLpNo1rv38tao1_400,36771,0
233,FRAMEQA21267,chimp,what did the boy pet then he hugged it?,tumblr_ndwzkxNPfq1u1810lo1_500,75707,0
234,FRAMEQA29495,two,how many guys at a purple table are holding their hands up?,tumblr_ndkfsb1dgm1tbnwqmo1_400,61016,1
235,FRAMEQA48840,one,how many men hits another on his back?,tumblr_ncfa7hPZ2h1sl2cdao1_500,94639,1
236,FRAMEQA28027,butt,what is the man wiggling at a woman that is looking at him?,tumblr_nl1ywgPSKc1u3d5jno1_250,6694,0
237,FRAMEQA3319,two,how many men guy guys sing and dance danced in a hallway?,tumblr_nqwv6n9JKg1uvejg4o1_540,96739,1
238,FRAMEQA52415,two,how many men are laughing during an interview on stage?,tumblr_nirebdaFNu1rzaapno1_500,87200,1
