,video_name,frame_count,width,height,question,answer_number,question_id,question_type,a0,a1,a2,a3,a4,answer
102,4273039295,2214,640,360,what does the woman in green beanie do as the child in runs pass him,3,42730392957,TC,touch the girl,hit the golf ball,kicks again,take a step forward,run and catch him,take a step forward
103,11681746823,608,640,360,how did the baby feel when playing with the lady,4,116817468231,TC,sad,annoyed,terrified,angry,happy,happy
104,6356067859,1070,640,480,why did the girl in white put her hands in front of the horse,3,63560678591,CW,not fall off,take video of baby,listen to her talk,to feed horse,wanted to help stop ball,to feed horse
105,2503404966,840,640,480,how does the boy feel while riding the toy,1,25034049666,TC,bored and uninterested,happy,sad,weary,worried,happy
106,3151715056,1895,640,480,how does the lady on the right interact with the girl on the chair,4,31517150567,CH,dance with her,support the girl from the back,swing her hands,shake hands with her,bend down and touch her,bend down and touch her
107,7164729910,656,640,360,how does the boy operate the toy car,2,71647299107,CH,romote controller,seat belt and baby chair,turn the wheel,use their hands,pull the seatbelt,turn the wheel
108,8557532213,379,640,360,why did the boy in yellow look at the boy in blue before the boy in blue kicked the ball,3,85575322138,CW,to see lady,bring ball with him,check on him,waiting to catch ball,wave to him,waiting to catch ball
109,7001078933,633,640,360,where is this video taken,1,70010789336,DL,sea,field,mountain top,computer table,snow mountain,field
110,3206694342,1971,640,480,how many people are on stage,1,32066943423,DC,one,six,three,five,seven,six
111,10597533885,1728,640,360,what does the baby do after touching the toy house in the middle,1,105975338854,TN,takes support,plays with another toy,push the toy train,crawls forward,dances,plays with another toy
112,8783897632,974,640,360,how does the male cyclist react when he sees the steep path,1,87838976327,TC,fells on the ground,dismount from his bicycle,hold the bicycle,support the vegetables in basket,cycle down,dismount from his bicycle
113,5333075105,1168,640,480,why is the man smiling at the end of the video,1,53330751056,CW,excited to throw someone,finish climbing,posing for camera,find the activity fun to play,happy playing with toys,finish climbing
114,8783897632,974,640,360,how do the two people transport the bikes down the slope,3,87838976322,CH,throw down,use feet to pedal,put down on the ground,by pushing,by car,by pushing
115,2735019707,583,640,480,what is the relationship between the boy and the man in red,1,27350197076,DO,father daughter,parent offspring,trainer trainee,friends,team member,parent offspring
116,11244289523,552,640,360,how did the baby react when she first saw the tissue,4,112442895234,TC,hit the adult,play with owl toy,bites it,continues walking,move away,move away
117,14012319794,3010,640,360,why did the girl take the piece of card at the start of the video,0,140123197948,CW,play with it,keep toys,lose interest in lady,curious,handing to boy,play with it
118,4130504920,422,640,480,what is the colour of the balloon,0,41305049204,DO,purple,black,brown,white and red,green,purple
119,3249402410,697,640,480,what did the lady in pink do after the lady in red passed her the pan,2,32494024109,TN,talk to the person in front,pick up hat,walk away,take a photo,take the plate,walk away
120,9612838272,453,640,360,why did the girl climb up at the start,1,96128382720,CW,greetings,to slide down,learn dancing,dance move,dead end,to slide down
121,4798585428,2697,640,480,how many people are posing for the photos,1,47985854286,DC,two,five,six,thirteen,one,five
122,4485498145,496,640,480,what does the lady in pink do after drinking some water at the start,3,44854981450,TN,taps water with her foot,turns around,make more bubbles,talk to the person in front,take the brush out,talk to the person in front
123,4010069381,369,640,480,why did the lady bend towards the man with brown vest,1,40100693811,CW,trim eyebrows,talk with man,pass paper,look at his phone,prevent hair get wet,talk with man
124,9408800471,1056,640,480,does the dog try to bite on the ball when the ball rolls on the ground,3,94088004713,TC,rolled away,bring to the person,bark,wants to grab ball with mouth,white dog,wants to grab ball with mouth
125,2809330695,2158,320,240,how does the baby try to get the pink toy near the end,1,28093306959,CH,call for help,pull the pink toy,kick his legs,pull the string,move closer to the toy,pull the pink toy
126,4984417707,441,640,360,how many elephants were playing with the ball,2,49844177078,DC,three,six,two,five,one,two
127,3445431963,1276,640,480,how does the first diver react to the camera filming,3,34454319632,TC,he gave a thumbs up,turns it on,look around,wave her fingers,sitting,wave her fingers
128,4688219212,959,640,480,what does the boy do after catching the rings at the start,1,46882192123,TN,put ball into hole again,pull himself up,trying to open the box,drop bat and run,run back,pull himself up
129,3477387686,2034,640,480,why did the girl put her hand out near the dog s paws,0,34773876863,CW,playing with dog,untangle the leash,make the dog running away,kiss the dog,talk to dog,playing with dog
130,4378803532,1310,640,480,how does the child in stripes communicate to the man in red that he wants to switch sparklers,4,43788035321,CH,with his hands,squat,kneel up,holds out his hanfs,gave away the smaller sparkler,gave away the smaller sparkler
131,3719793245,342,640,480,why is the girl moving her arms around in front of her,1,37197932458,CW,driving,spinning wheel,to catch rolling fallen bapple,pretend to hit the drum,playing,spinning wheel
132,7114553643,1974,640,480,what did the man in brown vest do after he stood up in the middle of the video,4,71145536431,TN,put in front of baby,laugh,hold the leash and pat dog,look back at blonde girl,hold the lady s hand,hold the lady s hand
133,2503404966,840,640,480,why did the boy stopped walking and looked up,3,25034049662,CW,someone called him,adjust his shoes,posing for camera,became dark,reaching for food,became dark
134,6860322796,1285,640,360,where is this video taken,2,68603227967,DL,by a lake,dancing hall,park,kitchen,computer table,park
135,6025238212,758,640,360,why did the girl in gold hold onto her party eye masks in the middle of the video,1,60252382121,CW,lose interest in lady,adjusting to see better,waves getting bigger,to get down the step,laugh,adjusting to see better
136,2461993294,1999,640,480,what is the relationship between the two performers,3,24619932945,DO,classmates,team member,colleagues,friends,puppet show,friends
137,3784543730,852,640,480,why is the black shirt man moving his legs up and down on the bicycle,1,37845437301,CW,to help her ride with supporters,cycling,travelling on road,trying tricks,crossing muddy fields,cycling
138,5658916668,660,640,1138,what did the man do after falling,3,56589166686,TN,crawl up,put hand on head,walk towards the boy,gets back up,crying,gets back up
139,3261079025,553,640,480,what did the man in grey do before the plane took off,3,32610790256,TP,spinning,take picture of the wall,touch the earphones,hold the plane,climed on the trunk,hold the plane
140,4889681401,2697,640,480,where are the people cycling,0,48896814015,DL,road,beach,auditorium,bus,living room,road
141,3942617402,738,640,480,why is the man sitting on train engine s window,4,39426174021,CW,monitor when to stop and go,guarding,play the guitar,read,operate the engine,operate the engine
142,5328616848,446,640,480,what was the boy doing while the woman was pouring the ingredients,0,53286168485,TC,fidgeting with something,pretend to feed toy dog,watch tv,pour water on dog,drying clothes,fidgeting with something
143,4087654898,330,640,480,how did the children fill up the bucket,0,40876548980,CH,turn on the tap,through straw,person bringing food to baby mouth,touch the top of bottle,sit around on the floor,turn on the tap
144,4698622422,1252,640,480,why did the boy in yellow hold a racket,1,46986224227,CW,give to his young brother,play ball,pass it to a lady,exchanging it for a new one,posing for camera,play ball
145,5061117640,1587,568,320,how is the man in grey feeling after looking into the room at the start,3,50611176401,TN,disappointed,angry,sad,happy,bored,happy
146,5803861992,2145,640,480,why is the girl smiling,0,58038619920,CW,adult plays with her,shy,finds baby amusing,enjoy skiing,playing with balloons,adult plays with her
147,3972259774,1063,640,480,what does the man do after removing the card from the camera at the start,0,39722597740,TN,sit down,look at the camera,heat the red tube in machine,stop,motorcycle drove past,sit down
148,5296635780,652,640,480,where is this happening,1,52966357808,DL,backyard,hallway,in the middle of the sea,bowling alley,road,hallway
149,4251505427,2290,640,480,how is the baby being held,3,42515054272,CH,laying in the pram,safety belt,strapped into pram,lady hold baby in standing position,in babyseat,lady hold baby in standing position
150,2809330695,2158,320,240,why is the baby trying to reach his hand out in the middle of the video,3,28093306952,CW,support him sit,to feel dog,take the food,like the toy,excited,like the toy
151,6078524411,2512,640,360,why did the baby put his head on the table,1,60785244117,CW,tall enough to help,tired,playing,to eat the food,lick yogurt taste,tired
152,4388652400,1785,640,480,what happened to the dog when it looks at someone near the start,4,43886524002,TC,hold up a cup,ignore baby,grab the mouth,bark,touched by the man,touched by the man
153,9408800471,1056,640,480,how does the boy pass the ball at the beginning of the video,4,94088004710,CH,using the baby walker,throw ball towards the man,with his fingers behind the ball,use legs to push,hit ball using hands,hit ball using hands
154,3471421544,1786,640,480,how does the baby move the chair,0,34714215444,CH,jumps,push,crawling,fall,pull,jumps
155,10030609934,1680,640,360,why was the boy at the brown table near the stairs at the beginning of the video,4,100306099341,CW,wanted to lie down,dancing,to touch the sandals,get on sofa,bending down to look at ground,bending down to look at ground
156,3550839192,1050,640,362,what colour is the baby wearing,1,35508391920,DO,yellow,brown,blue,green,pink,brown
157,3321261856,855,640,480,what did the girl do after she pointed,0,33212618562,TN,stomp her foot,walk forward,turn her front,skiing,said something,stomp her foot
158,7164729910,656,640,360,how does the boy ensure he does not hit the sofa at the end,2,71647299108,CH,let go of boy s hand,get up from toy car,look behind him,run away from sofa,step backward,look behind him
159,5333075105,1168,640,480,what did the man do after he reached the cameraman,2,533307510511,TN,play with toy,inspect wings,stop,move to the side,pick up something,stop
160,6860322796,1285,640,360,what is jumping in the snow,4,68603227961,DO,birds,elephants,rabbits,crocodile,dogs,dogs
161,3557498300,849,640,480,what does the adult do after approaching the two kids at the end,1,35574983009,TN,play guitar and sing,separate the kids,pick up the kids,pick up grass,lean against the screen,separate the kids
162,4013751996,764,320,240,why does the girl face downwards while talking,3,40137519967,CW,eye contact,chewing,talking,talking to someone on the grass,interacting with boy,talking to someone on the grass
163,5229476012,810,640,480,why did the woman in black swimsuit spin the boy in a circle,4,52294760121,CW,posing,do not want wet hair,for her to distribute,not proficient at swimming,playing in water,playing in water
164,5801184682,1683,640,480,what did the cat do after the human puts the hand on the floor,3,58011846822,TN,bite it,sit there,ran away,play with the hand,play with cat,play with the hand
165,3078294001,335,640,480,what does the man in black do as the man in white moved away,4,30782940016,TC,rotates,drink water,pick up something from ground,bend towards man in red,hand gesture and talks,hand gesture and talks
166,4838145161,1921,640,480,why does the cat suddenly move back at the start of the video,3,48381451611,CW,waiting for owner,saw the person,attracted towards the bubble,face got wet,clean itself,face got wet
167,6617533993,1384,640,1138,how does the boy feel while playing,4,66175339937,TC,sad,scared,annoyed,confused,happy,happy
168,7499763064,604,640,360,what does the man above hold onto while climbing up,0,74997630643,TC,rope,lady,stick,man s  hand,camera,rope
169,6754608321,1617,272,480,why did the girl touched the baby s arm at the beginning of the video,2,67546083214,CW,carry baby down,adjusted his shirt,hug baby,adjusted his bracelet,wears watch for the baby,hug baby
170,2696280239,398,640,480,how was the person on the bull moving his right arm,0,26962802397,CH,swinging in the air,using his fingers,beat drum vigorously,beating it,with the sticks,swinging in the air
171,5328004991,788,640,480,what does the boy do after picking up a box near the end,4,53280049916,TN,pass toy to baby,swing it down,climb up,enters a room,shakes the box,shakes the box
172,8811725760,631,640,360,what are the people at,3,88117257608,DO,forest,living room,bedroom,park,beach,park
173,4087654898,330,640,480,what does the girl do after filling the bucket,4,40876548987,TN,dance,swing her right hand,reach for something,carry the girl,pick up the bucket,pick up the bucket
174,3851961428,2062,640,480,why does the boy wearing blue struggle after taking off his goggles,4,38519614284,CW,playing with dog,ensure safety,pick up the green toy,painful,uncomfortable in water,uncomfortable in water
175,10082798964,345,640,360,why does the lady raise her right hand halfway through the video,4,100827989646,CW,play with baby,dancing,pick up the ball,pick up blanket,one of the gestures she s teaching,one of the gestures she s teaching
176,2435100235,1906,640,480,why did the man in white shirt try to pass the watch to the other cyclist,2,24351002351,CW,exchange for gift,change watch strap,want to sell watch,change colours of the watch,pose for camera,want to sell watch
177,11541421563,2403,640,360,what does the woman in brown do after sitting for a while at the start,4,115414215635,TN,touch baby s hand,run,look at the lady in red,stand up and flip the chart,leave her seat,leave her seat
178,5237219621,2680,640,360,how many people are there,2,52372196214,DC,four,two,six,eleven,five,six
179,7288107396,507,640,360,what did the boy do after he got down from the stairs,3,72881073963,TN,run towards the book shelf,continued moving his bicycle,put his arms back up,run to the present,lean against the screen,run to the present
180,4199369046,1717,640,360,what do the other people do after the lady finishes drinking at the beginning,1,41993690468,TN,tap bottle cap,laughs,move away,leave the stage,put the pot down,laughs
181,8563398032,2040,640,360,why did the man with plain black shirt stop moving his hands for a while in the middle,4,85633980325,TN,take a drink,fall down the net,show the object,writing on the ground,to flip a page,to flip a page
182,7605329840,635,640,360,why did the man raise his hand in front of the striped shirt girl in the middle,2,76053298402,CW,talking to her,to catch her,to give a hi-five,to wipe girl face,to dance together,to give a hi-five
183,3530231811,2697,640,480,why are there people sitting in front of the man in black jacket,3,35302318117,CW,instructors,taking video,gesturing to emphasize his point,audiences,control the music,audiences
184,5445581571,964,640,360,what is the black spotted dog looking at after he looked up,0,54455815717,TN,white dog,chase the brown dog,trying to chase the white dog,bends down,play with ball,white dog
185,4636208292,2580,640,480,why does the woman put forward her drink near the beginning of the video,2,46362082921,CW,making pottery,hold baby,to show in the video,walk towards dog,take the book,to show in the video
186,8531675050,1620,640,360,why does the woman keep her hands in a specific position after going near the man,3,85316750507,CW,gesturing as she speaks,shake hands with man,to show man something in her hands,listen to the man,spinning around,listen to the man
187,10030609934,1680,640,360,why did the boy bend down near the beginning of the video,4,100306099345,CW,looking at the slope,holding a hen,to dance on the floor,talking,look at purple thing on ground,look at purple thing on ground
